ProcedureName,ResultName,IsConsoleDefault,IsRawExportable,IsTableExportable,SourceTable,SchemaVersion,SourceSchema,EmptyConsoleMessage
USP_Columnstore,rowgroups,1,1,1,#Columnstore_Result,1,"[DatabaseName] sysname NOT NULL,[SchemaName] sysname NOT NULL,[ObjectName] sysname NOT NULL,[ObjectId] int NOT NULL,[IndexId] int NOT NULL,[IndexName] sysname NULL,[IndexTypeDesc] nvarchar(60) NULL, [PartitionNumber] int NOT NULL,[RowGroupId] int NOT NULL,[StateDesc] nvarchar(60) NULL,[TotalRows] bigint NULL,[DeletedRows] bigint NULL,[ActiveRows] bigint NULL, [DeletedPercent] decimal(9,4) NULL,[FullnessPercent] decimal(9,4) NULL,[SizeMb] decimal(19,2) NULL,[DeltaStoreHobtId] bigint NULL, [TrimReasonDesc] nvarchar(60) NULL,[TransitionToCompressedStateDesc] nvarchar(60) NULL,[HasVertipaqOptimization] bit NULL,[Generation] bigint NULL,[CreatedTime] datetime2 NULL,[ClosedTime] datetime2 NULL, [Assessment] varchar(60) NOT NULL",Keine fachlichen Ergebnisse
USP_IndexPhysicalStats,indexPhysicalStats,1,1,1,#IndexPhysicalStats_Result,1,"[DatabaseName] sysname NOT NULL,[SchemaName] sysname NULL,[ObjectName] sysname NULL,[ObjectId] int NOT NULL,[IndexId] int NOT NULL,[IndexName] sysname NULL,[IndexTypeDesc] nvarchar(60) NULL, [PartitionNumber] int NULL,[IndexLevel] tinyint NULL,[AllocationUnitTypeDesc] nvarchar(60) NULL,[IndexDepth] tinyint NULL,[IndexTypeDescPhysical] nvarchar(60) NULL, [AvgFragmentationPercent] float NULL,[FragmentCount] bigint NULL,[AvgFragmentSizePages] float NULL,[PageCount] bigint NULL,[AvgPageSpaceUsedPercent] float NULL, [RecordCount] bigint NULL,[GhostRecordCount] bigint NULL,[VersionGhostRecordCount] bigint NULL,[MinRecordSizeBytes] int NULL,[MaxRecordSizeBytes] int NULL,[AvgRecordSizeBytes] float NULL, [ForwardedRecordCount] bigint NULL,[CompressedPageCount] bigint NULL,[ScanMode] varchar(16) NOT NULL",Keine fachlichen Ergebnisse
USP_ObjectAnalysis,moduleStatus,1,1,1,#ObjectAnalysis_ModuleStatus,1,"[ModuleName] sysname NOT NULL , [StatusCode] varchar(40) NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_SchemaDesignAnalysis,findings,1,1,1,#SchemaDesignAnalysis_Findings,1,"[DatabaseId] int NOT NULL , [DatabaseName] sysname NOT NULL , [FindingCode] varchar(100) NOT NULL , [Severity] varchar(16) NOT NULL , [ObjectType] nvarchar(60) NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [RelatedObjectName] sysname NULL , [MetricValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_QueryStats,queries,1,1,1,#QueryStats_Result,1,"[QueryHash] binary(8) NULL , [QueryPlanHash] binary(8) NULL , [PlanHandle] varbinary(64) NOT NULL , [SqlHandle] varbinary(64) NOT NULL , [StatementStartOffset] int NOT NULL , [StatementEndOffset] int NOT NULL , [PlanGenerationNumber] bigint NOT NULL , [DatabaseId] int NULL , [DatabaseName] sysname NULL , [ObjectId] int NULL , [StatementText] nvarchar(max) NULL , [BatchText] nvarchar(max) NULL , [CreationTime] datetime NOT NULL , [LastExecutionTime] datetime NOT NULL , [ExecutionCount] bigint NOT NULL , [TotalCpuMs] decimal(38,3) NULL , [LastCpuMs] decimal(38,3) NULL , [MinCpuMs] decimal(38,3) NULL , [MaxCpuMs] decimal(38,3) NULL , [AvgCpuMs] decimal(38,3) NULL , [TotalElapsedMs] decimal(38,3) NULL , [LastElapsedMs] decimal(38,3) NULL , [MinElapsedMs] decimal(38,3) NULL , [MaxElapsedMs] decimal(38,3) NULL , [AvgElapsedMs] decimal(38,3) NULL , [TotalLogicalReads] bigint NOT NULL , [LastLogicalReads] bigint NOT NULL , [AvgLogicalReads] decimal(38,3) NULL , [TotalLogicalWrites] bigint NOT NULL , [LastLogicalWrites] bigint NOT NULL , [AvgLogicalWrites] decimal(38,3) NULL , [TotalPhysicalReads] bigint NOT NULL , [LastPhysicalReads] bigint NOT NULL , [TotalRows] bigint NOT NULL , [LastRows] bigint NOT NULL , [MinRows] bigint NOT NULL , [MaxRows] bigint NOT NULL , [LastDop] bigint NOT NULL , [MinDop] bigint NOT NULL , [MaxDop] bigint NOT NULL , [MaxGrantKb] bigint NOT NULL , [LastGrantKb] bigint NOT NULL , [LastUsedGrantKb] bigint NOT NULL , [LastIdealGrantKb] bigint NOT NULL , [TotalSpilledPages] bigint NOT NULL , [LastSpilledPages] bigint NOT NULL , [CacheObjectType] nvarchar(60) NULL , [ObjectType] nvarchar(60) NULL , [PlanUseCounts] int NULL , [PlanSizeBytes] bigint NULL , [ResourcePoolId] int NULL , [SetOptions] int NULL , [CompileUserId] int NULL , [SortValue] decimal(38,4) NULL",Keine fachlichen Ergebnisse
USP_QueryHashAnalysis,queryHashes,1,1,1,#QueryHashAnalysis_Output,1,"[QueryHash] binary(8) NOT NULL , [PlanVariantCount] int NOT NULL , [PlanHandleCount] int NOT NULL , [CompilationCount] bigint NOT NULL , [ExecutionCount] bigint NOT NULL , [TotalCpuMs] decimal(38,3) NULL , [AvgCpuMs] decimal(38,3) NULL , [TotalElapsedMs] decimal(38,3) NULL , [AvgElapsedMs] decimal(38,3) NULL , [TotalReads] bigint NOT NULL , [AvgReads] decimal(38,3) NULL , [TotalWrites] bigint NOT NULL , [TotalSpills] bigint NOT NULL , [MaxGrantKb] bigint NOT NULL , [FirstCreationTime] datetime NULL , [LastExecutionTime] datetime NULL , [SampleStatementText] nvarchar(max) NULL",Keine fachlichen Ergebnisse
USP_PlanCacheHealth,overview,1,1,1,#PlanCacheHealth_Summary,1,"[CacheObjectType] nvarchar(34),[ObjectType] nvarchar(16),[PlanCount] bigint,[TotalSizeBytes] bigint,[SingleUsePlanCount] bigint,[SingleUseSizeBytes] bigint,[TotalUseCounts] bigint,[AverageUseCount] decimal(19,4)",Keine fachlichen Ergebnisse
USP_PlanDetails,candidates,1,1,1,#PlanDetails_CandidatesOutput,1,"[CandidateId] int,[SessionId] smallint NULL,[RequestId] int NULL,[PlanHandle] varbinary(64) NULL,[SqlHandle] varbinary(64) NULL , [QueryHash] binary(8) NULL,[QueryPlanHash] binary(8) NULL,[StatementStartOffset] int NULL,[StatementEndOffset] int NULL , [CreationTime] datetime NULL,[LastExecutionTime] datetime NULL,[ExecutionCount] bigint NULL,[StatementText] nvarchar(max) NULL , [BatchText] nvarchar(max) NULL,[SqlTextDatabaseId] int NULL,[SqlTextDatabaseName] sysname NULL,[SqlTextObjectId] int NULL",Keine fachlichen Ergebnisse
USP_ShowplanAnalysis,findings,1,1,1,#ShowplanAnalysis_Findings,1,"[CandidateId] int,[FindingType] varchar(64),[Severity] varchar(16),[NodeId] int NULL,[PhysicalOp] nvarchar(128) NULL,[LogicalOp] nvarchar(128) NULL,[Detail] nvarchar(4000) NULL",Keine fachlichen Ergebnisse
USP_PlanCacheAnalysis,moduleStatus,1,1,1,#PlanCacheAnalysis_MonitorTableResult,1,"[ExecutionOrdinal] tinyint NOT NULL , [ModuleName] sysname NOT NULL , [InvocationStatus] varchar(40) NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_QueryStoreStatus,queryStoreStatus,1,1,1,#QueryStoreStatus_Result,1,"[DatabaseId] int NULL , [DatabaseName] sysname NOT NULL , [DesiredState] smallint NULL , [DesiredStateDesc] nvarchar(60) NULL , [ActualState] smallint NULL , [ActualStateDesc] nvarchar(60) NULL , [ReadonlyReason] int NULL , [CurrentStorageSizeMb] bigint NULL , [MaxStorageSizeMb] bigint NULL , [StorageUsedPercent] decimal(9,2) NULL , [FlushIntervalSeconds] bigint NULL , [IntervalLengthMinutes] bigint NULL , [StaleQueryThresholdDays] bigint NULL , [MaxPlansPerQuery] bigint NULL , [QueryCaptureMode] smallint NULL , [QueryCaptureModeDesc] nvarchar(60) NULL , [SizeBasedCleanupMode] smallint NULL , [SizeBasedCleanupModeDesc] nvarchar(60) NULL , [WaitStatsCaptureMode] smallint NULL , [WaitStatsCaptureModeDesc] nvarchar(60) NULL , [CapturePolicyExecutionCount] int NULL , [CapturePolicyTotalCompileCpuTimeMs] bigint NULL , [CapturePolicyTotalExecutionCpuTimeMs] bigint NULL , [CapturePolicyStaleThresholdHours] int NULL , [IsEnabled] bit NULL , [IsWritable] bit NULL , [StatusHint] nvarchar(1000) NULL",Keine fachlichen Ergebnisse
USP_QueryStoreRuntimeStats,runtimeStats,1,1,1,#QueryStoreRuntimeStats_Result,1,"[QueryStoreDatabaseId] int NULL , [QueryStoreDatabaseName] sysname NOT NULL , [QueryId] bigint NOT NULL , [PlanId] bigint NOT NULL , [QueryHash] binary(8) NULL , [QueryPlanHash] binary(8) NULL , [ObjectId] bigint NULL , [ObjectName] nvarchar(517) NULL , [ExecutionTypeDesc] nvarchar(60) NULL , [FirstExecutionTimeUtc] datetimeoffset NULL , [LastExecutionTimeUtc] datetimeoffset NULL , [ExecutionCount] bigint NULL , [TotalDurationMs] decimal(38,3) NULL , [AverageDurationMs] decimal(38,3) NULL , [TotalCpuMs] decimal(38,3) NULL , [AverageCpuMs] decimal(38,3) NULL , [TotalLogicalReads] decimal(38,3) NULL , [AverageLogicalReads] decimal(38,3) NULL , [TotalLogicalWrites] decimal(38,3) NULL , [AverageLogicalWrites] decimal(38,3) NULL , [TotalPhysicalReads] decimal(38,3) NULL , [TotalMemoryGrantKb] decimal(38,3) NULL , [MaxMemoryGrantKb] decimal(38,3) NULL , [TotalRowCount] decimal(38,3) NULL , [TotalLogBytes] decimal(38,3) NULL , [TotalTempdbKb] decimal(38,3) NULL , [QuerySqlText] nvarchar(max) NULL , [QueryPlan] nvarchar(max) NULL",Keine fachlichen Ergebnisse
USP_QueryStoreWaitStats,waitStats,1,1,1,#QueryStoreWaitStats_Result,1,"[QueryStoreDatabaseId] int,[QueryStoreDatabaseName] sysname,[QueryId] bigint,[PlanId] bigint,[QueryHash] binary(8),[QueryPlanHash] binary(8),[WaitCategory] tinyint,[WaitCategoryDesc] nvarchar(128),[ExecutionTypeDesc] nvarchar(128),[FirstIntervalStartUtc] datetimeoffset,[LastIntervalEndUtc] datetimeoffset,[RecordedRows] bigint,[TotalQueryWaitTimeMs] bigint,[AverageRecordedQueryWaitTimeMs] decimal(38,3),[MaxQueryWaitTimeMs] bigint,[QuerySqlText] nvarchar(max)",Keine fachlichen Ergebnisse
USP_QueryStorePlanChanges,queries,1,1,1,#QueryStorePlanChanges_Summary,1,"[QueryStoreDatabaseId] int,[QueryStoreDatabaseName] sysname,[QueryId] bigint,[QueryHash] binary(8),[ObjectId] bigint NULL,[ObjectName] nvarchar(517) NULL,[PlanCount] bigint,[ForcedPlanCount] bigint,[DistinctPlanHashCount] bigint,[FirstCompileTimeUtc] datetimeoffset NULL,[LastCompileTimeUtc] datetimeoffset NULL,[LastExecutionTimeUtc] datetimeoffset NULL,[TotalCompiles] bigint,[QuerySqlText] nvarchar(max)",Keine fachlichen Ergebnisse
USP_QueryStoreRegressions,regressions,1,1,1,#QueryStoreRegressions_Result,1,"[QueryStoreDatabaseId] int,[QueryStoreDatabaseName] sysname,[QueryId] bigint,[QueryHash] binary(8),[ObjectId] bigint NULL,[ObjectName] nvarchar(517) NULL,[BaselineExecutions] bigint,[ComparisonExecutions] bigint,[BaselinePlanCount] bigint,[ComparisonPlanCount] bigint,[BaselineValue] decimal(38,3),[ComparisonValue] decimal(38,3),[AbsoluteChange] decimal(38,3),[RegressionPercent] decimal(38,3),[LastExecutionTimeUtc] datetimeoffset,[QuerySqlText] nvarchar(max)",Keine fachlichen Ergebnisse
USP_QueryStoreForcedPlans,forcedPlans,1,1,1,#QueryStoreForcedPlans_Result,1,"[QueryStoreDatabaseId] int,[QueryStoreDatabaseName] sysname,[QueryId] bigint,[PlanId] bigint,[QueryHash] binary(8),[QueryPlanHash] binary(8),[ObjectId] bigint NULL,[ObjectName] nvarchar(517) NULL,[IsForcedPlan] bit,[PlanForcingTypeDesc] nvarchar(60),[ForceFailureCount] bigint,[LastForceFailureReason] int,[LastForceFailureReasonDesc] nvarchar(128),[CountCompiles] bigint,[LastCompileStartTimeUtc] datetimeoffset,[LastExecutionTimeUtc] datetimeoffset,[EngineVersion] nvarchar(32),[CompatibilityLevel] smallint,[QuerySqlText] nvarchar(max),[QueryPlan] nvarchar(max) NULL",Keine fachlichen Ergebnisse
USP_QueryStoreHints,queryHints,1,1,1,#QueryStoreHints_Result,1,"[QueryStoreDatabaseId] int,[QueryStoreDatabaseName] sysname,[QueryHintId] bigint,[QueryId] bigint,[ReplicaGroupId] bigint,[QueryHash] binary(8),[QueryHintText] nvarchar(max),[LastQueryHintFailureReason] int,[LastQueryHintFailureReasonDesc] nvarchar(128),[QueryHintFailureCount] bigint,[Source] int,[SourceDesc] nvarchar(128),[QuerySqlText] nvarchar(max)",Keine fachlichen Ergebnisse
USP_QueryStoreAnalysis,moduleStatus,1,1,1,#QueryStoreAnalysis_MonitorTableResult,1,"[ExecutionOrdinal] tinyint NOT NULL , [ModuleName] sysname NOT NULL , [InvocationStatus] varchar(40) NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_IntelligentQueryProcessingAnalysis,signals,1,1,1,#IntelligentQueryProcessingAnalysis_Signals,1,"[DatabaseId] int NOT NULL , [DatabaseName] sysname NOT NULL , [SignalCode] varchar(80) NOT NULL , [IsSourceAvailable] bit NOT NULL , [EvidenceCount] bigint NULL , [Interpretation] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsSessions,sessions,1,1,1,#ExtendedEventsSessions_Sessions,1,"[EventSessionId] int NOT NULL, [SessionName] sysname NOT NULL, [IsRunning] bit NOT NULL, [StartupState] bit NULL, [EventRetentionMode] nchar(1) NULL, [EventRetentionModeDesc] nvarchar(60) NULL, [MaxDispatchLatencyMilliseconds] int NULL, [MaxMemoryKb] int NULL, [MaxEventSizeKb] int NULL, [MemoryPartitionMode] nchar(1) NULL, [MemoryPartitionModeDesc] nvarchar(60) NULL, [TrackCausality] bit NULL, [RunningSince] datetime NULL, [PendingBuffers] int NULL, [TotalRegularBuffers] int NULL, [RegularBufferSizeBytes] bigint NULL, [TotalLargeBuffers] int NULL, [LargeBufferSizeBytes] bigint NULL, [TotalBufferSizeBytes] bigint NULL, [BufferPolicyDesc] nvarchar(256) NULL, [DroppedEventCount] int NULL, [DroppedBufferCount] int NULL, [BlockedEventFireTimeMilliseconds] int NULL, [LargestEventDroppedSizeBytes] int NULL, [BufferProcessedCount] bigint NULL, [BufferFullCount] bigint NULL, [TotalBytesGenerated] bigint NULL, [TotalTargetMemoryBytes] bigint NULL, [EventCount] int NULL, [TargetCount] int NULL, [ActionCount] int NULL, [HasRingBuffer] bit NULL, [HasEventFile] bit NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsReadEvents,events,1,1,1,#ExtendedEventsReadEvents_Raw,1,"[SourceType] varchar(20) NOT NULL, [EventName] sysname NULL, [TimestampUtc] datetime2(7) NULL, [FileName] nvarchar(260) NULL, [FileOffset] bigint NULL, [EventXml] xml NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsDeadlocks,deadlocks,1,1,1,#ExtendedEventsDeadlocks_DeadlockSummary,1,"[DeadlockId] int,[SourceType] varchar(20),[DeadlockTimeUtc] datetime2(7),[FileName] nvarchar(260),[FileOffset] bigint,[VictimCount] int,[ProcessCount] int,[ResourceCount] int,[FirstDatabaseId] int NULL,[DeadlockXml] xml NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsBlockedProcesses,reports,1,1,1,#ExtendedEventsBlockedProcesses_ReportSummary,1,"[ReportId] int,[SourceType] varchar(20),[ReportTimeUtc] datetime2(7),[FileName] nvarchar(260),[FileOffset] bigint,[MonitorLoop] bigint NULL,[BlockedSessionId] int NULL,[BlockingSessionId] int NULL,[WaitTimeMs] bigint NULL,[DatabaseId] int NULL,[DatabaseName] nvarchar(256),[WaitResource] nvarchar(1024),[RequestedLockMode] nvarchar(64),[ReportXml] xml NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsTargetRuntime,targets,1,1,1,#ExtendedEventsTargetRuntime_Result,1,"[SessionName] nvarchar(256) NOT NULL, [TargetName] nvarchar(60) NOT NULL, [SessionCreateTime] datetime NULL, [ExecutionCount] bigint NOT NULL, [ExecutionDurationMs] bigint NOT NULL, [BytesWritten] bigint NOT NULL, [TargetDataCharacters] int NULL, [TargetDataPrefix] nvarchar(max) NULL",Keine fachlichen Ergebnisse
USP_ExtendedEventsAnalysis,moduleStatus,1,1,1,#ExtendedEventsAnalysis_MonitorTableResult,1,"[ExecutionOrdinal] tinyint NOT NULL , [ModuleName] sysname NOT NULL , [InvocationStatus] varchar(40) NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_AgentStatus,agentStatus,1,1,1,#AgentStatus_AgentStatus,1,"[ServiceName] nvarchar(256) NULL , [StartupTypeDesc] nvarchar(60) NULL , [StatusDesc] nvarchar(60) NULL , [ProcessId] int NULL , [LastStartupTime] datetime2(3) NULL , [AgentSessionId] int NULL , [JobCount] int NULL , [EnabledJobCount] int NULL",Keine fachlichen Ergebnisse
USP_AgentJobs,jobs,1,1,1,#AgentJobs_Jobs,1,"[JobId] uniqueidentifier , [JobName] sysname , [Enabled] bit , [OwnerName] sysname , [CategoryName] sysname , [IsRunning] bit , [RunStart] datetime , [RunningMinutes] int , [LastRunDateTime] datetime , [LastRunStatus] int , [LastRunStatusDesc] nvarchar(60) , [LastRunDurationSeconds] int , [LastMessage] nvarchar(4000) , [ScheduleCount] int , [EnabledScheduleCount] int , [StepCount] int , [ProblemCode] varchar(100)",Keine fachlichen Ergebnisse
USP_ResourceGovernorAnalysis,configuration,1,1,1,#ResourceGovernorAnalysis_Cfg,1,"[ClassifierFunctionId] int NULL , [IsEnabled] bit NULL , [ReconfigurationPending] bit NULL , [ClassifierFunctionName] nvarchar(517) NULL",Keine fachlichen Ergebnisse
USP_AvailabilityGroups,replicas,1,1,1,#AvailabilityGroups_R,1,"[AgName] sysname,[ReplicaServerName] nvarchar(256),[LocalReplica] bit,[RoleDesc] nvarchar(60),[OperationalStateDesc] nvarchar(60),[ConnectedStateDesc] nvarchar(60),[RecoveryHealthDesc] nvarchar(60),[SynchronizationHealthDesc] nvarchar(60),[AvailabilityModeDesc] nvarchar(60),[FailoverModeDesc] nvarchar(60),[SessionTimeout] int,[EndpointUrl] nvarchar(256),[PrimaryRoleAllowConnectionsDesc] nvarchar(60),[SecondaryRoleAllowConnectionsDesc] nvarchar(60),[ReadOnlyRoutingUrl] nvarchar(256)",Keine fachlichen Ergebnisse
USP_BackupRecovery,freshness,1,1,1,#BackupRecovery_Fresh,1,"[DatabaseName] sysname , [StateDesc] nvarchar(60) , [RecoveryModelDesc] nvarchar(60) , [LastFullFinish] datetime , [FullAgeMinutes] int , [LastDiffFinish] datetime , [DiffAgeMinutes] int , [LastLogFinish] datetime , [LogAgeMinutes] int , [LastCopyOnlyFullFinish] datetime , [BackupStatus] varchar(100)",Keine fachlichen Ergebnisse
USP_LogShippingStatus,primary,1,1,1,#LogShippingStatus_P,1,"[PrimaryServer] sysname,[PrimaryDatabase] sysname,[BackupDirectory] nvarchar(500),[BackupShare] nvarchar(500),[BackupRetentionPeriod] int,[BackupThreshold] int,[ThresholdAlertEnabled] bit,[LastBackupFile] nvarchar(500),[LastBackupDate] datetime,[BackupAgeMinutes] int,[LastBackupDateUtc] datetime,[HistoryRetentionPeriod] int",Keine fachlichen Ergebnisse
USP_ReplicationStatus,databases,1,1,1,#ReplicationStatus_Db,1,"[DatabaseName] sysname,[IsPublished] bit,[IsSubscribed] bit,[IsMergePublished] bit,[IsDistributor] bit",Keine fachlichen Ergebnisse
USP_DataCaptureStatus,databases,1,1,1,#DataCaptureStatus_Db,1,"[DatabaseName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NOT NULL , [StateDesc] nvarchar(60) NULL , [IsCdcEnabled] bit NULL , [IsChangeTrackingEnabled] bit NULL , [RetentionPeriod] bigint NULL , [RetentionPeriodUnitsDesc] nvarchar(60) NULL , [IsAutoCleanupOn] bit NULL , [CurrentCtVersion] bigint NULL , [StatusCode] varchar(40) NOT NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_InfrastructureAnalysis,moduleStatus,1,1,1,#InfrastructureAnalysis_ModuleStatus,1,"[ModuleName] sysname NOT NULL , [StatusCode] varchar(40) NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_BackupChainAnalysis,summary,1,1,1,#BackupChainAnalysis_Summary,1,"[DatabaseId] int NOT NULL , [DatabaseName] sysname NOT NULL , [RecoveryModelDesc] nvarchar(60) NULL , [LatestFullFinish] datetime NULL , [LatestMatchingDifferentialFinish] datetime NULL , [LatestLogFinish] datetime NULL , [LogBackupCountInWindow] bigint NOT NULL , [LogGapCountInWindow] bigint NOT NULL , [RecoveryForkTransitionCount] bigint NOT NULL , [DamagedBackupCount] bigint NOT NULL , [BackupWithoutChecksumCount] bigint NOT NULL , [LatestRestoreDate] datetime NULL , [FindingCode] varchar(100) NOT NULL , [FindingSeverity] varchar(16) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_AvailabilityDeepAnalysis,replicas,1,1,1,#AvailabilityDeepAnalysis_Replicas,1,"[AvailabilityGroupName] sysname NULL , [ReplicaServerName] nvarchar(256) NULL , [IsLocal] bit NULL , [RoleDesc] nvarchar(60) NULL , [OperationalStateDesc] nvarchar(60) NULL , [ConnectedStateDesc] nvarchar(60) NULL , [SynchronizationHealthDesc] nvarchar(60) NULL , [AvailabilityModeDesc] nvarchar(60) NULL , [FailoverModeDesc] nvarchar(60) NULL , [SeedingModeDesc] nvarchar(60) NULL , [FindingCode] varchar(80) NOT NULL",Keine fachlichen Ergebnisse
USP_AgentMonitoringAnalysis,findings,1,1,1,#AgentMonitoringAnalysis_Findings,1,"[Category] varchar(40) NOT NULL , [FindingCode] varchar(100) NOT NULL , [Severity] varchar(16) NOT NULL , [ScopeType] nvarchar(40) NOT NULL , [ScopeName] nvarchar(256) NULL , [MetricValue] bigint NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_MaintenanceOperations,resumableOperations,1,1,1,#MaintenanceOperations_Resumable,1,"[DatabaseId] int NOT NULL,[DatabaseName] sysname NOT NULL,[SchemaName] sysname NULL , [ObjectName] sysname NULL,[IndexName] sysname NULL,[PartitionNumber] int NULL , [StateDesc] nvarchar(60) NULL,[StartTime] datetime NULL,[LastPauseTime] datetime NULL , [TotalExecutionTimeMinutes] bigint NULL,[PercentComplete] real NULL,[PageCount] bigint NULL , [FindingCode] varchar(100) NOT NULL,[FindingSeverity] varchar(16) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_ServerCpuTopology,cpuTopology,1,1,1,#ServerCpuTopology_I,1,"[cpu_count] int,[scheduler_count] int,[hyperthread_ratio] int,[socket_count] int,[cores_per_socket] int,[numa_node_count] int,[softnuma_configuration_desc] nvarchar(60),[sqlserver_start_time] datetime,[affinity_type_desc] nvarchar(60)",Keine fachlichen Ergebnisse
USP_ServerNuma,numaNodes,1,1,1,#ServerNuma_N,1,"[node_id] int,[node_state_desc] nvarchar(60),[memory_node_id] int,[online_scheduler_count] int,[idle_scheduler_count] int,[active_worker_count] int,[avg_load_balance] bigint,[SchedulerCount] bigint,[VisibleOnline] bigint,[CurrentTasks] bigint,[RunnableTasks] bigint,[ActiveWorkers] bigint,[LoadFactor] bigint,[RunnablePerScheduler] decimal(19,4),[Finding] varchar(50)",Keine fachlichen Ergebnisse
USP_ServerMemory,summary,1,1,1,#ServerMemory_Summary,1,"[total_physical_memory_kb] bigint,[available_physical_memory_kb] bigint,[system_memory_state_desc] nvarchar(256),[physical_memory_in_use_kb] bigint,[locked_page_allocations_kb] bigint,[large_page_allocations_kb] bigint,[process_physical_memory_low] bit,[process_virtual_memory_low] bit,[committed_kb] bigint,[committed_target_kb] bigint,[visible_target_kb] bigint,[sql_memory_model_desc] nvarchar(60),[min_server_memory_mb] bigint,[max_server_memory_mb] bigint,[LPIMAssessment] varchar(50),[MemoryFinding] varchar(60)",Keine fachlichen Ergebnisse
USP_TempDBConfiguration,files,1,1,1,#TempDBConfiguration_F,1,"[file_id] int,[name] sysname,[type_desc] nvarchar(60),[physical_name] nvarchar(260),[SizeMb] decimal(19,2),[GrowthValue] decimal(19,2),[GrowthType] varchar(10),[max_size] int,[is_percent_growth] bit",Keine fachlichen Ergebnisse
USP_ServerConfiguration,configuration,1,1,1,#ServerConfiguration_C,1,"[configuration_id] int,[name] nvarchar(128),[minimum] sql_variant,[maximum] sql_variant,[ConfiguredValue] sql_variant,[RunningValue] sql_variant,[is_dynamic] bit,[is_advanced] bit,[Finding] varchar(60),[Interpretation] nvarchar(1000)",Keine fachlichen Ergebnisse
USP_TraceFlags,traceFlags,1,1,1,#TraceFlags_X,1,"[TraceFlag] int,[Status] int,[GlobalFlag] int,[SessionFlag] int",Keine fachlichen Ergebnisse
USP_StartupParameters,startupParameters,1,1,1,#StartupParameters_X,1,"[registry_key] nvarchar(512),[value_name] nvarchar(256),[value_data] nvarchar(2048),[ParameterType] varchar(40)",Keine fachlichen Ergebnisse
USP_OSInformation,host,1,1,1,#OSInformation_H,1,"[host_platform] nvarchar(60),[host_distribution] nvarchar(256),[host_release] nvarchar(256),[host_service_pack_level] nvarchar(256),[host_sku] int,[os_language_version] int",Keine fachlichen Ergebnisse
USP_ServerSecurityConfiguration,configuration,1,1,1,#ServerSecurityConfiguration_Configuration,1,"[ConfigurationName] nvarchar(128) NOT NULL, [ConfiguredValue] sql_variant NULL, [RunningValue] sql_variant NULL, [Finding] varchar(60) NOT NULL",Keine fachlichen Ergebnisse
USP_ServerHealthAnalysis,moduleStatus,1,1,1,#ServerHealthAnalysis_ModuleStatus,1,"[Ordinal] tinyint NOT NULL , [ModuleName] sysname NOT NULL , [StatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",Keine fachlichen Ergebnisse
USP_DatabaseIntegrityAnalysis,integrity,1,1,1,#DatabaseIntegrityAnalysis_Integrity,1,"[DatabaseId] int NOT NULL , [DatabaseName] sysname NOT NULL , [StateDesc] nvarchar(60) NULL , [PageVerifyOptionDesc] nvarchar(60) NULL , [LastGoodCheckDbTime] datetime2(3) NULL , [CheckdbAgeHours] bigint NULL , [SuspectPageCount] bigint NOT NULL , [LatestSuspectPageUtc] datetime NULL , [DamagedBackupCount] bigint NOT NULL , [BackupWithoutChecksumCount] bigint NOT NULL , [HadrPageRepairCount] bigint NOT NULL , [HadrPageRepairPendingCount] bigint NOT NULL , [FindingCode] varchar(80) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
